user_id,total_distance,total_duration,stay_distance,stay_duration,linger_distance,linger_duration,walk_distance,walk_duration,run_distance,run_duration,stay %,linger %,walk %,run %,mostcommonactivity
23202,34923,649060,36,159085,286,78603,30570,410688,4031,684,0.245100607,0.121102826,0.632742736,0.001053832,3
23203,28065,247707,1,54695,70,27476,23382,165118,4612,418,0.220805226,0.110921371,0.666585926,0.001687478,3
23204,43839,695563,36,106271,114,92009,42191,496859,1498,424,0.152784148,0.132279894,0.71432638,0.000609578,3
23205,6351,54208,6,23340,140,5172,6205,25696,0,0,0.430563754,0.095410272,0.474025974,0,3
23206,23658,555997,34,182665,152,94306,19105,278381,4367,645,0.328535945,0.169616023,0.500687953,0.001160078,3
23207,44919,680021,13,141480,118,85186,41012,452899,3776,456,0.208052398,0.125269661,0.666007373,0.000670568,3
23208,30429,317997,34,109705,121,39263,24105,168228,6169,801,0.344987531,0.123469718,0.529023859,0.002518892,3
23209,5948,43024,0,17001,21,6114,5927,19908,0,1,0.395151543,0.142106731,0.462718483,2.32428E-05,3
23210,1565,3283,0,488,0,291,1565,2504,0,0,0.148644532,0.08863844,0.762717027,0,3
23211,40141,625160,59,333247,337,77077,36549,213903,3196,933,0.533058737,0.123291637,0.342157208,0.001492418,1
23212,61530,584304,8,57096,76,20759,37026,502996,24420,3453,0.097716257,0.035527739,0.860846409,0.005909595,3
23213,34554,645686,51,121272,361,76553,29871,447078,4271,783,0.187818847,0.118560725,0.692407765,0.001212664,3
23214,54483,509954,28,40862,106,27856,28321,437623,26028,3613,0.080128796,0.054624535,0.858161717,0.007084953,3
23215,25677,434213,14,77049,61,22729,16411,333121,9191,1314,0.177445171,0.052345278,0.767183387,0.003026165,3
23216,9119,222047,14,55197,119,14818,8933,152016,53,16,0.248582507,0.066733619,0.684611816,7.20568E-05,3
23217,4740,129288,0,6504,0,884,4740,121900,0,0,0.050306293,0.006837448,0.942856259,0,3
23218,17423,54443,0,9279,87,4930,6468,39654,10868,580,0.170435134,0.090553423,0.728358099,0.010653344,3
23219,9434,62290,5,18741,56,7385,9373,36164,0,0,0.300866913,0.118558356,0.580574731,0,3
23220,8316,41423,0,16039,0,5977,6439,19020,1877,387,0.387200348,0.144291819,0.459165198,0.009342636,3
23221,7348,39101,17,17497,57,8850,6084,12603,1190,151,0.447482162,0.226336922,0.322319122,0.003861794,1
23222,28719,652065,9,163243,94,99914,22062,387997,6554,911,0.250347741,0.153227056,0.595028103,0.0013971,3
23223,59105,598703,19,232031,394,89149,38598,274463,20094,3060,0.3875561,0.148903546,0.458429305,0.005111048,3
23224,36283,598776,31,304709,361,106454,35891,187612,0,1,0.508886462,0.177786017,0.313325851,1.67007E-06,1
23225,9666,186556,2,15566,56,9516,8381,161422,1227,52,0.083438753,0.051008812,0.865273698,0.000278737,3
23226,33475,319483,0,67312,121,53808,26252,197211,7102,1152,0.210690397,0.168422107,0.617281671,0.003605826,3
23227,11014,146999,0,42634,0,37053,9478,67121,1536,191,0.290029184,0.252062939,0.456608548,0.001299329,3
23228,21224,169677,5,68739,78,21674,18144,78359,2997,905,0.405116781,0.127736818,0.461812738,0.005333663,3
23229,38284,552233,37,65400,238,59688,36022,426655,1987,490,0.118428272,0.108084812,0.772599609,0.000887307,3
23230,27054,600783,18,197366,96,57451,18464,344416,8476,1550,0.328514622,0.095626874,0.573278538,0.002579966,3
23231,5423,163025,26,70777,88,23224,5309,69024,0,0,0.434148137,0.142456678,0.423395185,0,1
23232,2610,10798,0,4105,4,1555,1873,4951,733,187,0.380162993,0.14400815,0.458510835,0.017318022,3
23233,12604,282137,3,53194,103,21427,12484,207511,14,5,0.18853961,0.075945374,0.735497294,1.77219E-05,3
23234,5304,485181,0,179657,11,1396,5293,304128,0,0,0.370288614,0.002877277,0.626834109,0,3
23235,6855,285701,0,32226,0,20255,6855,233220,0,0,0.112796245,0.070895797,0.816307958,0,3
23236,27397,229057,22,68946,286,35179,19781,124029,7308,903,0.300999315,0.15358186,0.541476576,0.00394225,3
23237,71154,637373,71,158297,336,53755,67686,424436,3061,885,0.248358497,0.08433837,0.665914621,0.001388512,3
23238,8052,441760,9,10677,104,5940,7939,425143,0,0,0.024169232,0.013446215,0.962384553,0,3
23239,25132,679491,38,221864,221,159099,23302,298220,1571,308,0.326514994,0.234144382,0.438887344,0.00045328,3
23240,25144,455805,12,25000,92,15343,22184,414889,2856,573,0.054848016,0.033661324,0.910233543,0.001257117,3
23241,25923,354496,7,50328,295,38438,25621,265729,0,1,0.141970572,0.108429996,0.74959661,2.82091E-06,3
23242,22353,224439,0,59509,1,47301,16481,116946,5871,683,0.265145541,0.210752142,0.521059174,0.003043143,3
23243,7714,340519,9,49462,25,2542,3380,288064,4300,451,0.145254743,0.007465075,0.845955732,0.001324449,3
23244,41821,538546,0,167949,44,58795,34093,310153,7684,1649,0.311856369,0.10917359,0.575908093,0.003061948,3
23245,85372,617315,15,249557,334,83038,59836,281294,25187,3426,0.404262006,0.134514794,0.45567336,0.005549841,3
23246,41710,700309,3,195854,45,121407,33374,382077,8288,971,0.279667975,0.173362044,0.54558345,0.001386531,3
23247,38946,249346,1,59984,97,16609,21001,169997,17847,2756,0.240565319,0.066610252,0.681771514,0.011052914,3
23248,8649,129900,0,44442,24,9267,8625,76190,0,1,0.342124711,0.071339492,0.586528099,7.69823E-06,3
23249,750,257819,0,105,0,70943,750,186771,0,0,0.000407262,0.275165911,0.724426827,0,3
23250,20470,252559,13,88728,153,51286,9911,110761,10393,1784,0.35131593,0.203065422,0.438554952,0.007063696,3
23251,14626,217172,0,45145,3,17266,13895,154554,728,207,0.207876706,0.079503803,0.711666329,0.000953162,3
23252,14056,588555,4,1815,0,60404,9354,525445,4698,891,0.003083824,0.10263102,0.892771279,0.001513877,3
23253,9796,16000,0,5317,0,1820,2006,7454,7790,1409,0.3323125,0.11375,0.465875,0.0880625,3
23254,46676,636665,90,277496,1510,85600,43958,273440,1118,129,0.435858733,0.134450614,0.429488035,0.000202618,1
23255,71281,581664,116,230509,636,60232,61752,289645,8777,1278,0.396292361,0.103551191,0.497959303,0.002197145,3
23256,24890,557924,30,126659,240,27965,16818,402140,7802,1160,0.227018375,0.050123314,0.720779174,0.002079136,3
23257,20225,123848,4,16247,13,16112,9701,89997,10507,1492,0.131185001,0.130094955,0.726673019,0.012047025,3
23258,27910,298048,2,25363,107,9348,11955,260141,15846,3196,0.085097031,0.031364076,0.872815788,0.010723105,3
23260,34381,618017,7,221753,151,60951,34047,335292,176,21,0.358813754,0.098623501,0.542528765,3.39796E-05,3
23261,2719,92699,0,0,0,82,2719,92617,0,0,0,0.000884583,0.999115417,0,3
23262,22764,610279,6,149747,22,39860,22736,420672,0,0,0.245374657,0.065314389,0.689310954,0,3
23263,37839,618455,10,12034,15,5552,16789,597311,21025,3558,0.019458166,0.008977209,0.965811579,0.005753046,3
23264,14921,270197,50,56054,175,28040,13430,185831,1266,272,0.207456041,0.103776134,0.687761152,0.001006673,3
23265,22670,323452,5,81143,1,18986,20139,222784,2525,539,0.250865662,0.058698045,0.688769895,0.001666399,3
23266,16848,322900,0,110638,60,28811,16788,183451,0,0,0.342638588,0.089225766,0.568135646,0,3
23267,4679,247333,3,5281,0,4843,4595,237191,81,18,0.021351781,0.019580889,0.958994554,7.27764E-05,3
23268,15942,269563,0,72405,76,105197,15866,91961,0,0,0.268601403,0.390250146,0.341148451,0,2
23269,11189,256299,0,3938,0,2589,11189,249772,0,0,0.015364867,0.010101483,0.97453365,0,3
23270,64347,644775,8,159569,84,37200,38313,444819,25942,3187,0.247480129,0.057694545,0.689882517,0.00494281,3
23271,88019,738222,38,110727,275,64661,76227,560755,11479,2079,0.149991466,0.087590183,0.759602125,0.002816226,3
23272,28907,633850,0,150659,36,142438,23472,339701,5399,1052,0.237688728,0.224718782,0.535932792,0.001659699,3
23273,32847,507131,21,55598,129,17534,30985,433548,1712,451,0.109632422,0.034574893,0.854903368,0.000889317,3
23274,41966,410846,7,118260,88,21741,28590,268397,13281,2448,0.287845081,0.052917638,0.653278844,0.005958437,3
23275,23216,639291,1,170390,39,36931,20943,431670,2233,300,0.26652964,0.057768684,0.675232406,0.00046927,3
23276,20261,291390,5,101782,48,41870,17085,147162,3123,576,0.349298191,0.143690586,0.50503449,0.001976732,3
23277,9846,160240,0,8124,13,7512,9833,144603,0,1,0.050698952,0.04687968,0.902415127,6.24064E-06,3
23278,12931,580089,24,12834,181,15144,10815,551539,1911,572,0.022124191,0.026106339,0.950783414,0.000986056,3
23279,72063,816423,6,234366,98,50159,47925,527420,24034,4478,0.287064426,0.061437515,0.646013157,0.005484902,3
23280,160896,671621,10,116535,16,46701,23750,493401,137120,14984,0.173513038,0.069534752,0.734642008,0.022310202,3
23281,39954,605475,0,113759,108,120622,21851,368919,17995,2175,0.187883893,0.199218795,0.609305091,0.003592221,3
23282,30510,670284,12,252151,269,99127,29880,318927,349,79,0.376185318,0.147888059,0.475808762,0.00011786,3
23283,12986,410385,0,103163,23,11088,12963,296134,0,0,0.25138102,0.027018531,0.721600448,0,3
23284,1268,225586,0,348,6,120,1262,225118,0,0,0.001542649,0.000531948,0.997925403,0,3
23285,19539,656816,17,187299,68,66860,18138,402400,1316,257,0.285162055,0.10179411,0.612652554,0.000391282,3
23286,28047,334264,0,191395,6,38091,22504,103512,5537,1266,0.572586339,0.113954838,0.309671397,0.003787426,1
23287,7190,311208,0,16439,0,0,7190,294769,0,0,0.052823192,0,0.947176808,0,3
23288,23822,232832,5,67211,117,50089,16299,113305,7401,2227,0.288667365,0.215129364,0.486638435,0.009564836,3
23289,3795,9953,0,3718,0,2059,793,3580,3002,596,0.373555712,0.2068723,0.359690546,0.059881443,1
23290,54140,617984,20,64663,154,26640,50912,526077,3054,604,0.104635395,0.043107912,0.851279321,0.000977372,3
23291,51808,456692,39,195980,287,55813,49009,204623,2473,276,0.429129479,0.122211469,0.448054706,0.000604346,3
23292,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
23293,111729,511015,31,189284,302,60339,58311,253840,53085,7552,0.370407914,0.118076769,0.496736886,0.014778431,3
23294,65393,450689,0,53647,29,29835,35368,362251,29996,4956,0.119033302,0.066198643,0.803771559,0.010996496,3
23295,23521,368909,18,119984,32,52860,15494,195236,7977,829,0.3252401,0.143287369,0.529225365,0.002247167,3
23296,36263,350911,20,154320,512,40963,22633,153784,13098,1844,0.439769628,0.116733303,0.438242175,0.005254894,1
23297,13947,118317,18,8390,112,5972,6042,102726,7775,1229,0.070911196,0.050474573,0.868226882,0.010387349,3
23298,5694,26188,0,4513,142,1142,5552,20533,0,0,0.172330839,0.043607759,0.784061402,0,3
23299,44485,591730,57,332814,551,68126,39541,189961,4336,829,0.56244233,0.115130211,0.321026482,0.001400977,1
23300,100440,742056,19,159966,227,40839,65718,535879,34476,5372,0.215571332,0.05503493,0.722154393,0.007239346,3
23301,36714,551028,5,84627,86,31425,28162,433642,8461,1334,0.153580217,0.05702977,0.786969083,0.00242093,3
23302,29487,350479,14,166695,74,41241,19830,141341,9569,1202,0.475620508,0.117670388,0.403279512,0.003429592,1
23303,9057,254960,33,92570,33,24246,8991,138141,0,3,0.363076561,0.09509727,0.541814402,1.17666E-05,3
23304,34938,652533,1,119625,32,69258,26514,462342,8391,1308,0.183324062,0.106137161,0.708534281,0.002004496,3
23305,5255,206415,5,108935,21,1925,5229,95555,0,0,0.527747499,0.009325873,0.462926628,0,1
23306,56727,472680,4,136393,36,61898,46385,272159,10302,2230,0.288552509,0.130951172,0.575778539,0.004717779,3
23307,41761,571983,71,131756,572,52580,34942,386956,6176,691,0.230349503,0.091925809,0.67651661,0.001208078,3
23308,47622,669267,9,340961,107,75958,30589,249425,16917,2923,0.509454373,0.113494315,0.372683847,0.004367465,1
23309,15196,371193,0,563,0,8040,10881,362248,4315,342,0.001516731,0.021659891,0.975902024,0.000921354,3
23310,11907,281806,0,119830,0,3389,11907,158587,0,0,0.425221606,0.012026004,0.56275239,0,3
23311,9982,300032,0,24174,27,18276,8142,257415,1813,167,0.080571406,0.060913503,0.857958484,0.000556607,3
23312,11837,33322,7,6075,148,8393,5418,18027,6264,827,0.182311986,0.251875638,0.540993938,0.024818438,3
23313,52831,185115,7,69013,93,19413,15460,91568,37271,5121,0.372811496,0.104869946,0.494654674,0.027663885,3
23314,10040,330486,4,7310,25,1996,10011,321180,0,0,0.02211894,0.00603959,0.97184147,0,3
23315,20344,212406,17,8471,31,2272,11106,200323,9190,1340,0.039881171,0.010696496,0.94311366,0.006308673,3
23316,5802,98489,5,58451,90,18013,5707,22025,0,0,0.593477444,0.182893521,0.223629035,0,1
23317,10371,71105,11,10218,3,5558,7837,54882,2520,447,0.143702974,0.078166092,0.771844455,0.006286478,3
23318,7435,33172,6,13045,128,6704,5020,13123,2281,300,0.393253346,0.202098155,0.395604727,0.009043772,3
23319,24636,545905,5,232282,199,77236,24425,236385,7,2,0.425498942,0.141482492,0.433014902,3.66364E-06,3
23320,16857,529242,0,70119,23,50337,14856,408377,1978,409,0.132489485,0.095111499,0.771626213,0.000772803,3
23321,35664,552505,8,129581,107,38641,20103,381569,15446,2714,0.234533624,0.069937829,0.690616375,0.004912173,3
23322,55228,692331,21,267572,67,102775,39373,317616,15767,4368,0.386479877,0.14844778,0.458763222,0.006309121,3
23323,71187,623627,1,64703,68,47740,51432,508396,19686,2788,0.103752724,0.07655217,0.815224485,0.004470621,3
23324,15452,375365,27,195495,225,26218,15200,153652,0,0,0.520813075,0.069846683,0.409340242,0,1
23325,16129,394432,0,14974,0,6911,9960,371633,6169,914,0.037963451,0.017521398,0.942197895,0.002317256,3
23326,19701,665364,0,42298,3,182990,13402,439094,6296,982,0.063571218,0.275022394,0.659930504,0.001475884,3
23327,22665,444958,26,258153,343,37359,22260,149441,36,5,0.580173859,0.083960733,0.335854171,1.1237E-05,1
23328,33030,409738,6,50661,53,31685,15611,325113,17360,2279,0.123642425,0.077329903,0.79346558,0.005562091,3
23329,9801,238685,3,2856,0,547,9798,235282,0,0,0.011965561,0.002291723,0.985742715,0,3
23330,11415,201754,4,65503,59,24895,9764,111095,1588,261,0.324667665,0.123392845,0.550645836,0.001293655,3
23331,1852,35902,0,6678,0,5279,1852,23945,0,0,0.186006351,0.147039162,0.666954487,0,3
23332,47571,658136,43,274879,276,84029,35969,298191,11283,1037,0.417662915,0.127677258,0.453084165,0.001575662,3
23333,12856,559609,0,163612,6,59540,12850,336457,0,0,0.292368422,0.106395716,0.601235863,0,3
23334,28831,389662,15,143204,120,54410,20575,190591,8121,1457,0.367508251,0.139633837,0.489118775,0.003739138,3
23335,41632,691587,21,197181,48,64077,35446,428971,6117,1358,0.285113803,0.092652118,0.620270479,0.0019636,3
23336,28535,645568,37,339334,157,80290,18598,224486,9743,1458,0.525636339,0.124371096,0.347734088,0.002258476,1
23337,23058,516400,2,181093,65,33491,21479,301637,1512,179,0.350683579,0.064854764,0.584115027,0.000346631,3
23338,6841,600984,0,84513,0,1824,6129,514601,712,46,0.140624376,0.003035023,0.85626406,7.65411E-05,3
23339,12847,360780,0,23241,29,68007,12818,269532,0,0,0.064418759,0.188499917,0.747081324,0,3
23340,21363,240513,0,96386,55,46423,15762,96503,5546,1201,0.400751727,0.193016594,0.401238187,0.004993493,3
23341,50005,568520,43,142989,91,41007,37230,381905,12641,2619,0.251510941,0.072129389,0.671752973,0.004606698,3
23342,89813,739914,19,223048,184,249281,48380,261558,41230,6027,0.30145125,0.33690537,0.353497839,0.008145541,3
23343,64373,628061,78,225331,361,51647,47020,348798,16914,2285,0.358772476,0.082232458,0.555356884,0.003638182,3
23344,45482,651782,35,277614,221,50868,41416,322182,3810,1118,0.425930756,0.0780445,0.494309447,0.001715297,3
23345,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0
23346,31744,339535,3,136956,221,34827,29545,167424,1975,328,0.403363424,0.102572636,0.493097913,0.000966027,3
23347,14318,203636,21,96787,56,31846,13507,74879,734,124,0.475294152,0.156386886,0.367710032,0.00060893,1
23348,9570,215068,24,100454,123,22503,9423,92111,0,0,0.467080179,0.104632023,0.428287797,0,1
23349,9092,491086,8,190307,0,8069,9084,292710,0,0,0.387522756,0.016430931,0.596046314,0,3
23350,40868,353355,22,208955,142,50276,37113,93162,3591,962,0.591345814,0.142281841,0.263649871,0.002722475,1
23351,8314,288030,1,29584,26,7284,5873,250820,2414,342,0.102711523,0.025289032,0.870812068,0.001187376,3
23352,48878,283278,64,61193,393,28316,24268,190227,24153,3542,0.216017481,0.099958345,0.671520556,0.012503618,3
23353,17319,231650,24,87811,192,74608,17103,69229,0,2,0.379067559,0.322072092,0.298851716,8.63371E-06,1
23354,27043,273296,15,55205,158,32142,18277,184840,8593,1109,0.201997102,0.117608747,0.67633628,0.004057871,3
23355,6181,90121,0,39081,0,6507,4365,44061,1816,472,0.433650315,0.072202927,0.488909355,0.005237403,3
23356,31211,568405,33,197647,150,43038,31028,327720,0,0,0.347722135,0.075717138,0.576560727,0,3
23357,18033,601587,37,298828,169,166808,17827,135948,0,3,0.496732808,0.277279928,0.225982277,4.98681E-06,1
23358,9741,286157,2,14927,0,0,9739,271230,0,0,0.052163672,0,0.947836328,0,3
23359,60190,303782,7,108648,50,36862,37729,154916,22404,3356,0.35765121,0.121343595,0.509957799,0.011047396,3
23360,4316,165323,1,27189,5,6453,4164,131649,146,32,0.164459876,0.039032681,0.796313883,0.00019356,3
23361,11153,98198,6,25090,86,1158,11061,71949,0,1,0.255504185,0.011792501,0.73269313,1.01835E-05,3
23362,3972,25670,0,13462,0,2906,3972,9302,0,0,0.524425399,0.113206077,0.362368524,0,1
23363,113008,799527,51,184723,216,200106,74425,408953,38316,5745,0.231040353,0.250280478,0.511493671,0.007185498,3
23364,17773,667423,0,79505,19,196317,17754,391601,0,0,0.119122356,0.294141796,0.586735848,0,3
23365,55276,632157,94,272787,631,56123,52918,303035,1633,212,0.431517803,0.088780161,0.479366676,0.00033536,3
23366,22868,651684,11,67529,65,114200,22738,469939,54,16,0.103622308,0.175238306,0.721114835,2.45518E-05,3
23367,33728,358521,0,193118,32,27050,25210,136868,8486,1485,0.53865185,0.075448858,0.381757275,0.004142017,1
23368,10476,118629,10,17276,85,6415,6005,94514,4376,424,0.145630495,0.054076153,0.796719183,0.003574168,3
23369,34688,622622,79,246442,371,117924,31592,257634,2646,622,0.39581319,0.189399025,0.413788784,0.000999001,3
23370,130443,689734,218,249975,1305,64725,96186,369235,32734,5799,0.362422325,0.093840524,0.535329562,0.008407589,3
23371,10928,78273,0,1421,0,2224,3912,73733,7016,895,0.018154408,0.028413374,0.941997879,0.011434339,3
23372,55981,654066,27,287404,507,57788,50450,307973,4997,901,0.439411313,0.08835194,0.47085921,0.001377537,3
23373,29424,614606,64,180370,275,102034,28490,332151,595,51,0.293472566,0.166015301,0.540429153,8.298E-05,3
23374,7986,44226,0,13687,0,4856,6536,25389,1450,294,0.309478587,0.109799665,0.574074074,0.006647673,3
23375,16549,214003,7,64680,185,37121,16324,112198,33,4,0.302238754,0.173460185,0.52428237,1.86913E-05,3
23376,720,19150,7,8472,31,1510,620,9156,62,12,0.442402089,0.078851175,0.478120104,0.000626632,3
23377,5519,49524,0,24921,3,6397,3512,17808,2004,398,0.503210565,0.129169696,0.359583232,0.008036508,1
23378,13994,318045,0,2231,0,1305,8721,314359,5273,150,0.007014731,0.004103193,0.988410445,0.000471631,3
23379,22666,547921,70,93981,347,70917,21825,382913,424,110,0.171522902,0.129429243,0.698847097,0.000200759,3
23380,18291,405359,0,129470,29,77783,16966,197816,1296,290,0.319395894,0.191886698,0.488001993,0.000715415,3
23381,28291,417518,31,88843,87,65765,24844,262009,3329,901,0.212788431,0.157514167,0.627539411,0.002157991,3
23382,25076,257984,7,63673,104,26251,22929,167453,2036,607,0.24680988,0.101754372,0.649082889,0.002352859,3
23383,5677,26162,10,6214,97,4158,5570,15790,0,0,0.237520067,0.158932803,0.603547129,0,3
23384,128930,813394,32,324929,361,128976,69378,350351,59159,9138,0.399473072,0.158565222,0.430727298,0.011234408,3
23385,46593,652948,27,236137,183,73834,42607,342463,3776,514,0.361647482,0.113077917,0.524487402,0.000787199,3
23386,22637,461739,11,65799,120,49047,21940,346857,566,36,0.142502583,0.106222346,0.751197105,7.79661E-05,3
23387,11677,593969,0,1641,0,1728,11677,590600,0,0,0.00276277,0.002909243,0.994327987,0,3
23388,57553,591512,0,135754,6,68898,32090,384146,25457,2714,0.229503374,0.116477772,0.649430612,0.004588242,3
23389,38847,657818,16,305361,323,88829,38429,263612,79,16,0.464202865,0.135035831,0.400736982,2.43228E-05,1
23390,3679,554765,24,334868,27,73876,3628,146021,0,0,0.603621353,0.133166296,0.263212351,0,1
23391,61273,648869,64,107173,293,70535,53199,469824,7717,1337,0.165168932,0.10870453,0.724066029,0.002060508,3
23392,39005,544232,31,153142,255,101200,38521,289859,198,31,0.281391024,0.18595011,0.532601905,5.6961E-05,3
23393,37957,702097,12,241127,21,155628,29107,304309,8817,1033,0.3434383,0.221661679,0.433428714,0.001471307,3
23394,2835,246292,0,85125,29,77061,2806,84106,0,0,0.34562633,0.312884706,0.341488964,0,1
23395,60106,298997,7,67283,41,21129,39418,207875,20640,2710,0.225029014,0.070666261,0.695241089,0.009063636,3
23396,79266,312368,0,113627,5,33932,35908,158049,43353,6760,0.363760052,0.108628285,0.505970522,0.021641141,3
23397,22458,203371,76,109647,83,22087,21666,71445,633,192,0.539147666,0.108604472,0.351303775,0.000944087,1
23398,14974,40621,0,4624,21,9441,8399,25217,6554,1339,0.113832747,0.23241673,0.620787278,0.032963246,3
23399,52159,567182,24,128522,261,55476,44126,381796,7748,1388,0.226597459,0.097809874,0.673145481,0.002447186,3
23400,42381,585400,26,74884,326,33454,30445,474740,11584,2322,0.127919371,0.05714725,0.81096686,0.003966519,3
23401,43099,673234,7,184864,35,57978,34946,429367,8111,1025,0.274591004,0.086118645,0.637767849,0.001522502,3
23402,18213,330081,13,241815,115,31226,17876,57008,209,32,0.732592909,0.094601022,0.172709123,9.69459E-05,1
23403,21866,415305,0,78942,201,45373,16901,290678,4764,312,0.190081988,0.109252236,0.699914521,0.000751255,3
23404,26935,219456,10,54008,245,17615,15248,146557,11432,1276,0.246099446,0.080266659,0.667819517,0.005814377,3
23405,20437,289289,0,36995,45,24283,11588,226162,8804,1849,0.127882498,0.083940281,0.781785688,0.006391532,3
23406,8663,51973,0,4254,3,5573,8660,42146,0,0,0.081850191,0.107228753,0.810921055,0,3
23407,2488,5300,0,300,24,150,1215,4590,1249,260,0.056603774,0.028301887,0.866037736,0.049056604,3
23408,6946,50057,13,13400,32,13486,6453,23067,448,104,0.267694828,0.269412869,0.460814671,0.002077632,3
23409,4369,39948,0,14818,10,7452,4275,17669,84,9,0.370932212,0.186542505,0.44229999,0.000225293,3
23410,40829,510378,14,158771,437,54231,36641,296622,3737,754,0.311085117,0.106256539,0.581181007,0.001477336,3
23411,29994,618216,12,275029,81,98992,29901,244194,0,1,0.444875254,0.160125264,0.394997865,1.61756E-06,1
23412,55402,641546,200,211748,903,110763,43559,317329,10740,1706,0.330058951,0.17265013,0.494631718,0.002659201,3
23413,26493,539381,38,159552,195,167810,26260,212018,0,1,0.295805748,0.31111589,0.393076508,1.85398E-06,3
23414,34647,273843,41,32648,378,16140,20227,222591,14001,2464,0.119221598,0.058938881,0.812841665,0.008997856,3
23415,2598,112252,0,35,0,575,1700,111638,898,4,0.000311798,0.005122403,0.994530164,3.56341E-05,3
23416,8112,505468,0,169022,28,20785,7596,315607,488,54,0.334387142,0.041120308,0.624385718,0.000106832,3
23417,89198,636151,318,317820,1964,62001,55610,252637,31306,3693,0.499598366,0.097462709,0.397133699,0.005805225,1
23418,41431,666676,25,243418,171,170914,32925,250468,8310,1876,0.365121888,0.256367411,0.37569674,0.002813961,3
23419,43262,670997,27,169700,147,66768,34536,432750,8552,1779,0.252907241,0.099505661,0.644935819,0.002651279,3
23420,25497,630953,0,12698,0,44,25497,618211,0,0,0.020125112,6.97358E-05,0.979805152,0,3
23421,24239,677954,21,79447,0,81463,23540,517015,678,29,0.117186417,0.12016007,0.762610738,4.27758E-05,3
23422,38080,373959,26,85612,100,76381,20294,209493,17660,2473,0.228934188,0.204249664,0.560203124,0.006613024,3
23423,28684,337231,0,66367,41,25109,23052,245133,5591,622,0.19679982,0.074456382,0.726899366,0.001844433,3
23424,14146,303289,17,14209,47,7906,13771,281133,311,41,0.046849704,0.026067546,0.926947565,0.000135185,3
23425,3745,27659,0,5077,15,5375,1178,17107,2552,100,0.183556889,0.194330959,0.618496692,0.00361546,3
23426,12528,459970,61,185576,274,82757,12191,191636,2,1,0.403452399,0.179918256,0.416627171,2.17405E-06,3
23427,41815,685392,47,246698,344,89789,41424,348902,0,3,0.359937087,0.131003863,0.509054672,4.37706E-06,3
23428,85438,667459,0,264483,1,35917,41233,360330,44204,6729,0.396253553,0.053811545,0.539853384,0.010081518,3
23429,11581,396541,0,7004,6,9276,11499,380242,76,19,0.017662739,0.023392285,0.958897062,4.79143E-05,3
23430,34144,334798,8,121348,60,59214,27632,153053,6444,1183,0.362451389,0.176864856,0.457150282,0.003533474,3
23431,40225,197047,13,75304,55,25721,16320,92214,23837,3808,0.382162631,0.13053231,0.467979721,0.019325339,3
23432,9609,82588,0,12643,0,9316,5569,60218,4040,411,0.153085194,0.112800891,0.729137405,0.00497651,3
23433,6876,44050,5,6982,22,2679,6713,34371,136,18,0.158501703,0.060817253,0.780272418,0.000408627,3
23434,2135,26158,0,0,0,0,2135,26158,0,0,0,0,1,0,3
23435,61391,710081,23,310637,146,117239,47187,278869,14035,3336,0.437466993,0.165106516,0.392728435,0.004698056,1
23436,13228,83167,12,52739,6,11645,6093,18192,7117,591,0.634133731,0.140019479,0.218740606,0.007106184,1
23437,44434,604426,17,111373,193,50537,29357,439731,14867,2785,0.184262424,0.083611559,0.72751834,0.004607677,3
23438,49801,601857,21,130377,190,59037,36774,411168,12816,1275,0.216624547,0.098091407,0.683165602,0.002118443,3
23439,6145,529566,2,501,0,45,3235,528660,2908,360,0.000946058,8.49752E-05,0.998289165,0.000679802,3
23440,82951,662893,95,294520,595,82522,72182,283785,10079,2066,0.444294931,0.124487662,0.428100764,0.003116642,1
23441,45076,613030,96,318081,298,58239,29575,233949,15107,2761,0.51886694,0.095001876,0.381627327,0.004503858,1
23442,45277,483810,35,164462,160,48270,42922,270480,2160,598,0.339930965,0.099770571,0.559062442,0.001236022,3
23443,45316,485291,0,136638,10,28638,28175,316667,17131,3348,0.2815589,0.059012015,0.652530131,0.006898953,3
23444,93915,583512,44,276483,253,42612,62846,259170,30772,5247,0.473825731,0.073026776,0.44415539,0.008992103,1
23445,48427,330831,0,56841,0,16118,26769,253894,21658,3978,0.171812799,0.048719739,0.767443196,0.012024266,3
23446,20897,55416,0,14671,6,10899,11412,28451,9479,1395,0.264743035,0.19667605,0.51340768,0.025173235,3
23447,27497,217890,6,63237,103,37864,27388,116786,0,3,0.290224425,0.173775758,0.535986048,1.37684E-05,3
23448,27614,148360,13,28596,53,22808,16383,95141,11165,1815,0.192747371,0.15373416,0.641284713,0.012233756,3
23449,4411,35450,0,1761,0,4544,4411,29145,0,0,0.049675599,0.128180536,0.822143865,0,3
23450,40745,581202,0,89979,104,135314,34128,354724,6513,1185,0.154815365,0.232817506,0.610328251,0.002038878,3
23451,41288,551894,18,191647,200,40064,25188,317321,15882,2862,0.347253277,0.07259365,0.574967294,0.005185778,3
23452,23084,677107,24,258826,226,47472,22834,370807,0,2,0.382252731,0.070110042,0.547634273,2.95374E-06,3
23453,29987,346347,13,91514,150,44252,16916,208732,12908,1849,0.264226339,0.127767817,0.602667267,0.005338577,3
